ORPHA_Number,ORPHA_URL,Nombre_Orphanet,CIE10_Orphanet,Numero_Colombia,Nombre_Colombia,CIE10_Colombia,Tipo_Match,Similitud,Observaciones_Colombia
1848,https://www.orpha.net/es/disease/detail/1848,Agenesia renal bilateral,Q60.1,68,Agenesia renal bilateral,Q80.0,nombre_exacto,1.0,Código corregido de 0800 a Q800
3346,https://www.orpha.net/es/disease/detail/3346,Agenesia traqueal,Q32.1,69,Agenesia traqueal,Q32.1,nombre_exacto,1.0,Código corregido de 0321 a Q321
989,https://www.orpha.net/es/disease/detail/989,Síndrome de hipoglosia-hipodactilia,Q87.2,70,Aglosia adactilia,Q87.2,nombre_exacto,1.0,Código corregido de 0872 a Q872
2162,https://www.orpha.net/es/disease/detail/2162,Holoprosencefalia,Q04.2,71,Agnatia holoprosencefalia situs inversus,Q87.8,nombre_exacto,1.0,Código corregido de 0878 a Q878
1000,https://www.orpha.net/es/disease/detail/1000,Albinismo ocular con sordera neurosensorial tardía,E70.3,72,Albinismo con sordera,H90.5,nombre_exacto,1.0,
999,https://www.orpha.net/es/disease/detail/999,"Albinismo cutáneo, fenotipo Hermine",E70.3,73,Albinismo cutáneo fenotipo Hermine,E70.3,nombre_exacto,1.0,
54,https://www.orpha.net/es/disease/detail/54,Albinismo ocular recesivo ligado al cromosoma X,E70.3,74,Albinismo ocular ligado al cromosoma X recesivo,E70.3,nombre_exacto,1.0,
284804,https://www.orpha.net/es/disease/detail/284804,Albinismo ocular,,75,Albinismo ocular sordera sensorial tardía,E70.3,nombre_exacto,1.0,
55,https://www.orpha.net/es/disease/detail/55,Albinismo oculo-cutáneo,,76,Albinismo oculo-cutáneo,E70.3,nombre_exacto,1.0,
56,https://www.orpha.net/es/disease/detail/56,Alcaptonuria,E70.2,77,Alcaptonuria -,E70.2,nombre_exacto,1.0,
846,https://www.orpha.net/es/disease/detail/846,Alfa talasemia,D56.0,78,Alfa talasemia - déficit intelectual ligado al cromosoma X,Q56.0,nombre_exacto,1.0,Código corregido de 0560 a Q560
61,https://www.orpha.net/es/disease/detail/61,Alfa-manosidosis,E77.1,79,Alfa-manosidosis,E77.1,nombre_exacto,1.0,
3261,https://www.orpha.net/es/disease/detail/3261,Síndrome linfoproliferativo autoinmune,D47.9,80,ALPS-CASP10,D47.9,nombre_exacto,1.0,
3261,https://www.orpha.net/es/disease/detail/3261,Síndrome linfoproliferativo autoinmune,D47.9,81,ALPS-FASLG,Q47.9,nombre_exacto,1.0,Código corregido de 0479 a Q479
1021,https://www.orpha.net/es/disease/detail/1021,Síndrome de amaurosis-hipertricosis,H35.5,82,Amaurosis — hipertricosis,H35.5,nombre_exacto,1.0,
1027,https://www.orpha.net/es/disease/detail/1027,Amelia autosómica recesiva,,85,"Amelia, autosómica recesiva",Q73.0,nombre_exacto,1.0,Código corregido de 0730 a Q730
69,https://www.orpha.net/es/disease/detail/69,Amiloidosis,E85.0,86,Amiloidosis secundaria,E85.3,nombre_exacto,1.0,
488586,https://www.orpha.net/es/disease/detail/488586,Amioplasia congénita,Q68.8,87,Amioplasia congénita,Q74.3,nombre_exacto,1.0,Código corregido de 0743 a Q743
1040,https://www.orpha.net/es/disease/detail/1040,Anadisplasia metafisaria,Q78.5,88,Anadisplasia metafisaria,Q78.5,nombre_exacto,1.0,Código corregido de 0785 a Q785
86816,https://www.orpha.net/es/disease/detail/86816,Analbuminemia congénita,E88.0,89,Analbuminemia congénita,R77.0,nombre_exacto,1.0,
178330,https://www.orpha.net/es/disease/detail/178330,OBSOLETO: Anemia de cuerpos de Heinz,,90,Anemia de cuerpos de Heinz,Q58.2,nombre_exacto,1.0,Código corregido de 0582 a Q582
84,https://www.orpha.net/es/disease/detail/84,Anemia de Fanconi,D61.0,91,Anemia de Fanconi,Q61.0,nombre_exacto,1.0,Código corregido de 0610 a Q610
95699,https://www.orpha.net/es/disease/detail/95699,Hiperplasia suprarrenal congénita por deficiencia de citocromo P450 oxidoreductasa,E25.0,95,Anemia hemolitica por Déficit de adenilato quinasa,Q55.3,nombre_exacto,1.0,Código corregido de 0553 a Q553
95699,https://www.orpha.net/es/disease/detail/95699,Hiperplasia suprarrenal congénita por deficiencia de citocromo P450 oxidoreductasa,E25.0,96,Anemia hemolitica por Déficit de glucosa fosfato isomerasa,Q55.2,nombre_exacto,1.0,Código corregido de 0552 a Q552
95699,https://www.orpha.net/es/disease/detail/95699,Hiperplasia suprarrenal congénita por deficiencia de citocromo P450 oxidoreductasa,E25.0,97,Anemia hemolitica por Déficit de qlutation reductasa,Q55.1,nombre_exacto,1.0,Código corregido de 0551 a Q551
95699,https://www.orpha.net/es/disease/detail/95699,Hiperplasia suprarrenal congénita por deficiencia de citocromo P450 oxidoreductasa,E25.0,98,"Anemia hemolitica, no esferocitica, por Déficit de hexoquinasa",Q55.2,nombre_exacto,1.0,Código corregido de 0552 a Q552
91385,https://www.orpha.net/es/disease/detail/91385,Angioedema adquirido,,104,Angioedema adquirido,T78.3,nombre_exacto,1.0,
91378,https://www.orpha.net/es/disease/detail/91378,Angioedema hereditario,,105,Angioedema hereditario,Q84.1,nombre_exacto,1.0,Código corregido de 0841 a Q841
893,https://www.orpha.net/es/disease/detail/893,Síndrome WAGR,C64,110,Aniridia,Q13.1,nombre_exacto,1.0,Código corregido de 0131 a Q131
1064,https://www.orpha.net/es/disease/detail/1064,Síndrome de aniridia-agenesia renal-retraso psicomotor,Q87.8,111,Aniridia agenesia renal retraso psicomotor,Q87.8,nombre_exacto,1.0,Código corregido de 0878 a Q878
1991,https://www.orpha.net/es/disease/detail/1991,Hendidura labial con o sin paladar hendido,,125,Anomalias auriculares - fisura labial con o sin fisura palatina - anomalias oculares,Q87.0,nombre_exacto,1.0,Código corregido de 0870 a Q870
137628,https://www.orpha.net/es/disease/detail/137628,Síndrome de anomalías cardíacas-heterotaxia,Q28.8,127,Anomalías cardíacas - heterotaxia,Q28.8,nombre_exacto,1.0,Código corregido de 0288 a Q288
69125,https://www.orpha.net/es/disease/detail/69125,Anoniquia con pigmentación de los pliegues de flexión,Q84.3,132,Anoniquia con pigmentación de los pliegues de flexión .,Q84.3,nombre_exacto,1.0,Código corregido de 0843 a Q843
1094,https://www.orpha.net/es/disease/detail/1094,Síndrome de anoniquia-microcefalia,Q87.8,133,Anoniquia microcefalia,Q87.8,nombre_exacto,1.0,Código corregido de 0878 a Q878
88620,https://www.orpha.net/es/disease/detail/88620,Anosmia congénita aislada,Q07.8,134,Anosmia congénita aislada,Q07.8,nombre_exacto,1.0,Código corregido de 0078 a Q078
645793,https://www.orpha.net/es/disease/detail/645793,Perforación intestinal espontánea,K63.1,137,Anquilosis del estribo con ailgar y dedo gordo del pie anchos,Q87.8,nombre_exacto,1.0,Código corregido de 0878 a Q878
141163,https://www.orpha.net/es/disease/detail/141163,Anquilosis glosopalatina,Q38.3,138,Anquilosis glosopalatina,Q38.3,nombre_exacto,1.0,Código corregido de 0383 a Q383
1117,https://www.orpha.net/es/disease/detail/1117,Síndrome de aplasia cutis-miopía,Q84.8,140,Aplasia cutis — miopía,Q84.8,nombre_exacto,1.0,Código corregido de 0848 a Q848
1116,https://www.orpha.net/es/disease/detail/1116,Síndrome de aplasia cutis congénita-linfangiectasia intestinal,Q84.8,141,Aplasia cutis congénita - linfangiectasia intestinal,Q84.8,nombre_exacto,1.0,Código corregido de 0848 a Q848
1114,https://www.orpha.net/es/disease/detail/1114,Aplasia cutis congénita,Q84.8,142,Aplasia cutis congénita de miembros forma recesiva,Q84.8,nombre_exacto,1.0,Código corregido de 0848 a Q848
1118,https://www.orpha.net/es/disease/detail/1118,Síndrome de aplasia de peroné-ectrodactilia,Q73.8,143,Aplasia de peroné ectrodactilia,Q73.8,nombre_exacto,1.0,Código corregido de 0738 a Q738
2440,https://www.orpha.net/es/disease/detail/2440,Malformación aislada de mano hendida-pie hendido,Q74.8,145,Aplasia tibial - ectrodactilia,Q73.8,nombre_exacto,1.0,Código corregido de 0738 a Q738
1125,https://www.orpha.net/es/disease/detail/1125,Apraxia ocular tipo Cogan,H51.8,147,Apraxia ocular tipo Cogan,H51.8,nombre_exacto,1.0,
931,https://www.orpha.net/es/disease/detail/931,Aqueiropodia aislada,Q74.8,148,Aqueiropodia,Q74.8,nombre_exacto,1.0,Código corregido de 0748 a Q748
1775,https://www.orpha.net/es/disease/detail/1775,Disqueratosis congénita,Q82.8,152,AR-DKC (Mutación en NOLA2),Q82.8,nombre_exacto,1.0,Código corregido de 0828 a Q828
1775,https://www.orpha.net/es/disease/detail/1775,Disqueratosis congénita,Q82.8,153,AR-DKC (Mutación en NOLA3 ),Q82.8,nombre_exacto,1.0,Código corregido de 0828 a Q828
1775,https://www.orpha.net/es/disease/detail/1775,Disqueratosis congénita,Q82.8,154,AR-DKC (Mutación en RTEL1),Q93.5,nombre_exacto,1.0,Código corregido de 0935 a Q935
331223,https://www.orpha.net/es/disease/detail/331223,Síndrome de hiper IgE,,156,AR-HIES (Síndrome de Hiper IgE) DOCK8,Q81.1,nombre_exacto,1.0,Código corregido de 0811 a Q811
1135,https://www.orpha.net/es/disease/detail/1135,Síndrome de arrinia-atresia de coanas-microftalmia,,157,Arrinia,Q30.1,nombre_exacto,1.0,Código corregido de 0301 a Q301
1135,https://www.orpha.net/es/disease/detail/1135,Síndrome de arrinia-atresia de coanas-microftalmia,,158,Arrinia atresia de coanas microftalmia,Q87.0,nombre_exacto,1.0,Código corregido de 0870 a Q870
397,https://www.orpha.net/es/disease/detail/397,Arteritis de células gigantes,M31.6,160,Arteritis de células gigantes,M31.6,nombre_exacto,1.0,
92,https://www.orpha.net/es/disease/detail/92,Artritis idiopática juvenil,,161,Artritis juvenil idiopática de inicio sistémico,M08.2,nombre_exacto,1.0,
1144,https://www.orpha.net/es/disease/detail/1144,Síndrome de anomalías de la mano similar a artrogriposis-sordera neurosensorial,Q68.8,165,Artrogriposis distal tipo 6,Q68.8,nombre_exacto,1.0,Código corregido de 0688 a Q688
1037,https://www.orpha.net/es/disease/detail/1037,Artrogriposis múltiple congénita,Q74.3,166,Artrogriposis múltiple congénita - cara de silbido,Q87.8,nombre_exacto,1.0,Código corregido de 0878 a Q878
2578,https://www.orpha.net/es/disease/detail/2578,Síndrome de Mayer-Rokitansky-Küster-Hauser tipo 2,Q87.8,168,Asociación MURCS,Q87.8,nombre_exacto,1.0,Código corregido de 0878 a Q878
645793,https://www.orpha.net/es/disease/detail/645793,Perforación intestinal espontánea,K63.1,171,Ataxia cerebelosa arreflexia pie cavo atrofia óptica y sordera neurosensorial,G11.1,nombre_exacto,1.0,
1172,https://www.orpha.net/es/disease/detail/1172,Ataxia cerebelosa autosómica recesiva,,172,Ataxia cerebelosa autosómica recesiva,G11.2,nombre_exacto,1.0,
1172,https://www.orpha.net/es/disease/detail/1172,Ataxia cerebelosa autosómica recesiva,,173,Ataxia cerebelosa autosómica recesiva - cegmera - sordera,G11.1,nombre_exacto,1.0,
1172,https://www.orpha.net/es/disease/detail/1172,Ataxia cerebelosa autosómica recesiva,,174,Ataxia cerebelosa autosómica recesiva - intrusión sacádica,G11.1,nombre_exacto,1.0,
95,https://www.orpha.net/es/disease/detail/95,Ataxia de Friedreich,G11.1,175,Ataxia de Friedreich,G11.1,nombre_exacto,1.0,
1177,https://www.orpha.net/es/disease/detail/1177,Ataxia cerebelosa de inicio precoz con preservación de reflejos tendinosos,G11.1,176,Ataxia de Harding,G11.1,nombre_exacto,1.0,
79135,https://www.orpha.net/es/disease/detail/79135,Ataxia episódica tipo 3,G11.8,177,Ataxia episódica tipo 3,G11.8,nombre_exacto,1.0,
79136,https://www.orpha.net/es/disease/detail/79136,Ataxia episódica tipo 4,G11.8,178,Ataxia episódica tipo 4,G11.8,nombre_exacto,1.0,
211067,https://www.orpha.net/es/disease/detail/211067,Ataxia episódica tipo 5,G11.8,179,Ataxia episódica tipo 5,G11.8,nombre_exacto,1.0,
209967,https://www.orpha.net/es/disease/detail/209967,Ataxia episódica tipo 6,G11.8,180,Ataxia episódica tipo 6,G11.8,nombre_exacto,1.0,
209970,https://www.orpha.net/es/disease/detail/209970,Ataxia episódica tipo 7,G11.8,181,Ataxia episódica tipo 7,G11.8,nombre_exacto,1.0,
99,https://www.orpha.net/es/disease/detail/99,Ataxia cerebelosa autosómica dominante,,182,Ataxia espinocerebelosa autosómica dominante,G11.8,nombre_exacto,1.0,
85297,https://www.orpha.net/es/disease/detail/85297,Ataxia espinocerebelosa ligada al cromosoma X tipo 3,G11.1,184,"Ataxia espinocerebelosa ligada al cromosoma X, de tipo 3",G11.1,nombre_exacto,1.0,
98755,https://www.orpha.net/es/disease/detail/98755,Ataxia espinocerebelosa tipo 1,G11.8,185,Ataxia espinocerebelosa tipo 1,G11.8,nombre_exacto,1.0,
98756,https://www.orpha.net/es/disease/detail/98756,Ataxia espinocerebelosa tipo 2,G11.2,186,Ataxia espinocerebelosa tipo 2,G11.2,nombre_exacto,1.0,
98757,https://www.orpha.net/es/disease/detail/98757,Ataxia espinocerebelosa tipo 3,G11.8,187,Ataxia espinocerebelosa tipo 3,G11.8,nombre_exacto,1.0,
208513,https://www.orpha.net/es/disease/detail/208513,Ataxia espinocerebelosa tipo 29,G11.0,188,Ataxia espinocerebelosa tipo 29,G11.0,nombre_exacto,1.0,
211017,https://www.orpha.net/es/disease/detail/211017,Ataxia espinocerebolosa tipo 30,G11.2,189,Ataxia espinocerebolosa tipo 30,G11.2,nombre_exacto,1.0,
1187,https://www.orpha.net/es/disease/detail/1187,Ataxia letal con sordera y atrofia óptica,E79.8,190,Ataxia letal con sordera y atrofia óptica,E79.8,nombre_exacto,1.0,
100,https://www.orpha.net/es/disease/detail/100,Ataxia-telangiectasia,G11.3,191,Ataxia telangiectasia,G11.3,nombre_exacto,1.0,
88644,https://www.orpha.net/es/disease/detail/88644,Ataxia autosómica recesiva tipo Beauce,G11.2,192,"Ataxia, autosómica recesiva, tipo Beauce",G11.2,nombre_exacto,1.0,
1190,https://www.orpha.net/es/disease/detail/1190,Atelosteogénesis tipo I,Q78.8,193,Atelosteogénesis I,Q78.8,nombre_exacto,1.0,Código corregido de 0788 a Q788
95713,https://www.orpha.net/es/disease/detail/95713,Atireosis,E03.1,198,Atireosis,E03.1,nombre_exacto,1.0,
1195,https://www.orpha.net/es/disease/detail/1195,Atransferrinemia congénita,E88.0,199,Atransferrinemia,E88.0,nombre_exacto,1.0,
137862,https://www.orpha.net/es/disease/detail/137862,Síndrome de Martínez-Frías,,200,Atresia biliar,Q44.2,nombre_exacto,1.0,Código corregido de 0442 a Q442
137914,https://www.orpha.net/es/disease/detail/137914,Atresia de coanas,Q30.0,201,Atresia de coanas,Q30.0,nombre_exacto,1.0,Código corregido de 0300 a Q300
137914,https://www.orpha.net/es/disease/detail/137914,Atresia de coanas,Q30.0,202,Atresia de coanas - sordera - cardiopatía,Q87.8,nombre_exacto,1.0,Código corregido de 0878 a Q878
1201,https://www.orpha.net/es/disease/detail/1201,Atresia de intestino delgado,"Q41.0, Q41.1, Q41.8, Q41.9, Q41.2",203,Atresia de intestino delgado,Q41.9,nombre_exacto,1.0,Código corregido de 0419 a Q419
1203,https://www.orpha.net/es/disease/detail/1203,Atresia duodenal,Q41.0,204,Atresia duodenal,Q41.0,nombre_exacto,1.0,Código corregido de 0410 a Q410
102,https://www.orpha.net/es/disease/detail/102,Atrofia multisistémica,"G23.3, G23.2",207,Atrofia multisistémica,G90.3,nombre_exacto,1.0,
73245,https://www.orpha.net/es/disease/detail/73245,Síndrome de atrofia muscular espinal-malformación de Dandy-Walker-cataratas,G12.8,209,Atrofia muscular espinal - malformación de Dandy- Walker - cataratas,Q12.8,nombre_exacto,1.0,Código corregido de 0128 a Q128
70,https://www.orpha.net/es/disease/detail/70,Atrofia muscular espinal proximal,"G12.0, G12.1",210,Atrofia muscular espinal proximal,G12.0,nombre_exacto,1.0,
70,https://www.orpha.net/es/disease/detail/70,Atrofia muscular espinal proximal,"G12.0, G12.1",211,"Atrofia muscular espinal proximal de adultos, autosómica dominante",G12.1,nombre_exacto,1.0,
70,https://www.orpha.net/es/disease/detail/70,Atrofia muscular espinal proximal,"G12.0, G12.1",212,Atrofia muscular espinal proximal de tipo 1,G12.0,nombre_exacto,1.0,
70,https://www.orpha.net/es/disease/detail/70,Atrofia muscular espinal proximal,"G12.0, G12.1",213,Atrofia muscular espinal proximal de tipo 2,G12.1,nombre_exacto,1.0,
70,https://www.orpha.net/es/disease/detail/70,Atrofia muscular espinal proximal,"G12.0, G12.1",214,Atrofia muscular espinal proximal de tipo 3,G12.1,nombre_exacto,1.0,
70,https://www.orpha.net/es/disease/detail/70,Atrofia muscular espinal proximal,"G12.0, G12.1",215,Atrofia muscular espinal proximal de tipo 4,G12.1,nombre_exacto,1.0,
70,https://www.orpha.net/es/disease/detail/70,Atrofia muscular espinal proximal,"G12.0, G12.1",216,"Atrofia muscular espinal proximal infantil, autosómica dominante",Q12.0,nombre_exacto,1.0,Código corregido de 0120 a Q120
104,https://www.orpha.net/es/disease/detail/104,Neuropatía óptica hereditaria de Leber,H47.2,217,Atrofia óptica,H47.2,nombre_exacto,1.0,
98672,https://www.orpha.net/es/disease/detail/98672,Atrofia óptica autosómica dominante,,218,Atrofia óptica autosómica dominante y cataratas,H47.2,nombre_exacto,1.0,
75373,https://www.orpha.net/es/disease/detail/75373,Atrofia progresiva bifocal de la coroides y la retina,H35.5,219,Atrofia progresiva bifocal de la coroides y la retina 1-1312,XXXX,nombre_exacto,1.0,Sin código asignado
137911,https://www.orpha.net/es/disease/detail/137911,Síndrome de autismo-mancha facial en vino de Oporto,,223,"Autismo, mancha en vino de Oporto",Q85.8,nombre_exacto,1.0,Código corregido de 0858 a Q858
118,https://www.orpha.net/es/disease/detail/118,Beta-manosidosis,E77.1,226,Beta-manosidosis,E77.1,nombre_exacto,1.0,
848,https://www.orpha.net/es/disease/detail/848,Beta-talasemia,D56.1,227,Beta-talasemia,D56.1,nombre_exacto,1.0,
75374,https://www.orpha.net/es/disease/detail/75374,Bradiopsia,H53.8,231,Bradiopsia,H53.8,nombre_exacto,1.0,
35099,https://www.orpha.net/es/disease/detail/35099,Craneosinostosis bicoronal no sindrómica,Q75.0,232,Braquicefalia aislada,Q75.0,nombre_exacto,1.0,Código corregido de 0750 a Q750
2150,https://www.orpha.net/es/disease/detail/2150,Síndrome de enfermedad de Hirschsprung tipo D-braquidactilia,Q43.1,234,Braquidactilia de Hirschsprung,Q43.1,nombre_exacto,1.0,Código corregido de 0431 a Q431
1276,https://www.orpha.net/es/disease/detail/1276,Síndrome de braquidactilia-hipertensión arterial,Q73.8,235,Braquidactilia hipertensión arterial,Q73.8,nombre_exacto,1.0,Código corregido de 0738 a Q738
1278,https://www.orpha.net/es/disease/detail/1278,Síndrome de braquidactilia-hallux varus preaxial,Q73.8,237,Braquidactilia preaxial hallux varus,Q73.8,nombre_exacto,1.0,Código corregido de 0738 a Q738
93389,https://www.orpha.net/es/disease/detail/93389,Braquidactilia tipo A5,,238,Braquidactilia tipo A5,Q73.8,nombre_exacto,1.0,Código corregido de 0738 a Q738
93382,https://www.orpha.net/es/disease/detail/93382,Braquidactilia tipo A6,Q73.8,239,Braquidactilia tipo A6 (Síndrome de Osebold-Remondini),Q73.8,nombre_exacto,1.0,Código corregido de 0738 a Q738
93397,https://www.orpha.net/es/disease/detail/93397,Braquidactilia tipo A7,Q73.8,240,Braquidactilia tipo A7 (braquidactilia tipo Smorgasbord),Q73.8,nombre_exacto,1.0,Código corregido de 0738 a Q738
478,https://www.orpha.net/es/disease/detail/478,Síndrome de Kallmann,E23.0,241,Braquitelefalangia - dismorfismo - Síndrome de Kallmann,Q87.0,nombre_exacto,1.0,Código corregido de 0870 a Q870
170,https://www.orpha.net/es/disease/detail/170,Cabello lanoso,Q84.1,243,Cabello lanoso- hipotricos s - labio inferior evertido - orejas prominentes,Q84.1,nombre_exacto,1.0,Código corregido de 0841 a Q841
1314,https://www.orpha.net/es/disease/detail/1314,Calcificaciones talámicas simétricas,G93.8,246,Calcificaciones talámicas simétricas,Q93.8,nombre_exacto,1.0,Código corregido de 0938 a Q938
1980,https://www.orpha.net/es/disease/detail/1980,Calcinosis bilateral estriato-pálido-dentada,G23.8,247,Calcinosis bilateral estriato-pálido-dentada,Q23.8,nombre_exacto,1.0,Código corregido de 0238 a Q238
1319,https://www.orpha.net/es/disease/detail/1319,Camptobraquidactilia,Q74.8,250,Camptobraquidactilia,Q74.8,nombre_exacto,1.0,Código corregido de 0748 a Q748
1327,https://www.orpha.net/es/disease/detail/1327,Síndrome de camptodactilia de Guadalajara tipo 1,Q87.1,255,Camptodactilia tipo Guadalajara tipo 1,Q87.1,nombre_exacto,1.0,Código corregido de 0871 a Q871
1326,https://www.orpha.net/es/disease/detail/1326,Síndrome de camptodactilia de Guadalajara tipo 2,Q87.1,256,Camptodactilia tipo Guadalajara tipo 2,Q87.1,nombre_exacto,1.0,Código corregido de 0871 a Q871
3453,https://www.orpha.net/es/disease/detail/3453,Poliendocrinopatía autoinmune tipo 1,E31.0,257,Candidiasis mucocutánea crónica (aislado o con el Sindrome de APECED),E31.0,nombre_exacto,1.0,
95699,https://www.orpha.net/es/disease/detail/95699,Hiperplasia suprarrenal congénita por deficiencia de citocromo P450 oxidoreductasa,E25.0,261,Cardiomiopatia - intolerancia al ejercicio por una deficiencia de glicógeno en musculo y corazón,1422,nombre_exacto,1.0,
171848,https://www.orpha.net/es/disease/detail/171848,Síndrome de polineuropatía-hipoacusia-ataxia-retinosis pigmentaria-cataratas,G60.1,266,Cataratas ataxia sordera,Q11.2,nombre_exacto,1.0,Código corregido de 0112 a Q112
263347,https://www.orpha.net/es/disease/detail/263347,Síndrome MRCS,H35.5,267,Cataratas microcórnea,Q13.8,nombre_exacto,1.0,Código corregido de 0138 a Q138
171844,https://www.orpha.net/es/disease/detail/171844,Síndrome de ceguera-escoliosis-aracnodactilia,Q87.5,272,Ceguera - escoliosis- aracnodactilia,Q87.5,nombre_exacto,1.0,Código corregido de 0875 a Q875
134,https://www.orpha.net/es/disease/detail/134,Deficiencia de beta-cetotiolasa,E71.1,275,Cetoacidosis debida a Déficit de beta-cetotiolasa,E71.1,nombre_exacto,1.0,
186,https://www.orpha.net/es/disease/detail/186,Colangitis biliar primaria,K74.3,276,Cirrosis biliar primaria,K74.3,nombre_exacto,1.0,
168583,https://www.orpha.net/es/disease/detail/168583,Cirrosis hereditaria de los niños indios de América del Norte,K74.6,277,Cirrosis hereditaria de los niños indios de América del Norte,K74.6,nombre_exacto,1.0,
