numero_colombia,nombre_colombia,encontrado,orpha_number,orpha_url,nombre_orphanet,codigos_cie10_orphanet,metodo_encontrado,similitud_nombre,error,codigo_cie10_colombia,observaciones_colombia
338,Cutis gyrata - acantosis niqricans - craneosinostosis,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
339,Cutis laxa,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q828,Código corregido de 0828 a Q828
340,Cutis marmorata telanqiectasia congénita,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q828,Código corregido de 0828 a Q828
341,Cutis verticis qyrata - Déficit mental,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q828,Código corregido de 0828 a Q828
342,Dacriocistitis osteopoiquilosis,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q788,Código corregido de 0788 a Q788
343,Dandy Walker polidactilia postaxial,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
344,"Defecto de rayo cubital / peroneo, con braquidactilia",False,,,,[],,0,No encontrado por ningún método de búsqueda,Q738,Código corregido de 0738 a Q738
345,Defecto en la activación K-Ras,False,,,,[],,0,No encontrado por ningún método de búsqueda,D479,
346,Defecto en la activación N-Ras,False,,,,[],,0,No encontrado por ningún método de búsqueda,D728,
347,Defectos del ciclo de Krebs,False,,,,[],,0,No encontrado por ningún método de búsqueda,E888,
348,Deficiencia aislada de subclases de IgG,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q808,Código corregido de 0808 a Q808
349,Deficiencia de MCM4,False,,,,[],,0,No encontrado por ningún método de búsqueda,D848,
350,Deficiencia de 0X40,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q818,Código corregido de 0818 a Q818
351,Deficiencia de UNC119,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q728,Código corregido de 0728 a Q728
352,Deficiencia de ye,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q812,Código corregido de 0812 a Q812
353,Deficiencia de 10120,False,,,,[],,0,No encontrado por ningún método de búsqueda,K528,
354,Deficiencia de Acetoacil CoA tiolasa,False,,,,[],,0,No encontrado por ningún método de búsqueda,E711,
355,Deficiencia de ACT1,False,,,,[],,0,No encontrado por ningún método de búsqueda,B372,
356,Deficiencia de ADAR1 (AGS6),False,,,,[],,0,No encontrado por ningún método de búsqueda,G318,
357,Deficiencia de AD-IRF8,False,,,,[],,0,No encontrado por ningún método de búsqueda,D848,
358,Deficiencia de AID,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q805,Código corregido de 0805 a Q805
359,Deficiencia de anticuemos especificos (normal igG y células B),False,,,,[],,0,No encontrado por ningún método de búsqueda,D806,
360,Deficiencia de AR-IRF8,False,,,,[],,0,No encontrado por ningún método de búsqueda,D848,
361,Deficiencia de Artemis (DHLRE1C),False,,,,[],,0,No encontrado por ningún método de búsqueda,D811,
362,Deficiencia de BLNK,False,,,,[],,0,No encontrado por ningún método de búsqueda,D800,
363,Deficiencia de C1 inhibidor,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q841,Código corregido de 0841 a Q841
364,Deficiencia de C1qA,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q841,Código corregido de 0841 a Q841
365,Deficiencia de C1qB,False,,,,[],,0,No encontrado por ningún método de búsqueda,L932,
366,Deficiencia de C1qC,False,,,,[],,0,No encontrado por ningún método de búsqueda,L932,
367,Deficiencia de C1r,False,,,,[],,0,No encontrado por ningún método de búsqueda,D841,
368,Deficiencia de C1s,False,,,,[],,0,No encontrado por ningún método de búsqueda,D838,
369,Deficiencia de C2,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q841,Código corregido de 0841 a Q841
370,Deficiencia de C3,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q841,Código corregido de 0841 a Q841
371,Deficiencia de C4a,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q841,Código corregido de 0841 a Q841
372,Deficiencia de C4b,False,,,,[],,0,No encontrado por ningún método de búsqueda,D841,
373,Deficiencia de C5,False,,,,[],,0,No encontrado por ningún método de búsqueda,D841,
374,Deficiencia de C6,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q841,Código corregido de 0841 a Q841
375,Deficiencia de C7,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q841,Código corregido de 0841 a Q841
376,Deficiencia de C8a,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q841,Código corregido de 0841 a Q841
377,Deficiencia de C8b,False,,,,[],,0,No encontrado por ningún método de búsqueda,D841,
378,Deficiencia de cadena pesada p,False,,,,[],,0,No encontrado por ningún método de búsqueda,D808,
379,Deficiencia de cadena K,False,,,,[],,0,No encontrado por ningún método de búsqueda,D808,
380,Deficiencia de CARD11,False,,,,[],,0,No encontrado por ningún método de búsqueda,D812,
381,Deficiencia de CARD9,False,,,,[],,0,No encontrado por ningún método de búsqueda,D848,
382,Deficiencia de CD16,False,,,,[],,0,No encontrado por ningún método de búsqueda,D848,
383,Deficiencia de CD19,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q838,Código corregido de 0838 a Q838
384,Deficiencia de CO20,False,,,,[],,0,No encontrado por ningún método de búsqueda,D838,
385,Deficiencia de CO21,False,,,,[],,0,No encontrado por ningún método de búsqueda,D838,
386,Deficiencia de CD25,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q812,Código corregido de 0812 a Q812
387,Deficiencia de CD27,False,,,,[],,0,No encontrado por ningún método de búsqueda,D479,
388,Deficiencia de CD3y (Gamma),False,,,,[],,0,No encontrado por ningún método de búsqueda,D812,
389,Deficiencia de CD35 (Delta),False,,,,[],,0,No encontrado por ningún método de búsqueda,D812,
390,Deficiencia de CD3E (Epsilon),False,,,,[],,0,No encontrado por ningún método de búsqueda,Q812,Código corregido de 0812 a Q812
391,Deficiencia de CD3/ (dseta),False,,,,[],,0,No encontrado por ningún método de búsqueda,Q812,Código corregido de 0812 a Q812
392,Deficiencia de CD40,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q805,Código corregido de 0805 a Q805
393,Deficiencia de CD40 ligando,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q805,Código corregido de 0805 a Q805
394,Deficiencia de CD45,False,,,,[],,0,No encontrado por ningún método de búsqueda,D812,
395,Deficiencia de CD46,False,,,,[],,0,No encontrado por ningún método de búsqueda,D588,
396,Deficiencia de CD59,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q841,Código corregido de 0841 a Q841
397,Deficiencia de CD8,False,,,,[],,0,No encontrado por ningún método de búsqueda,D848,
398,Deficiencia de CD81,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q838,Código corregido de 0838 a Q838
399,Deficiencia de CD9,False,,,,[],,0,No encontrado por ningún método de búsqueda,XXXX,
400,"Deficiencia de CGD, p22",False,,,,[],,0,No encontrado por ningún método de búsqueda,Q71X,Código corregido de 071X a Q71X
401,"Deficiencia de CGD, p40",False,,,,[],,0,No encontrado por ningún método de búsqueda,D71X,
402,"Deficiencia de CGD, p47",False,,,,[],,0,No encontrado por ningún método de búsqueda,D71X,
403,"Deficiencia de CGD, p67",False,,,,[],,0,No encontrado por ningún método de búsqueda,D71X,
404,"Deficiencia de CGD, XL",False,,,,[],,0,No encontrado por ningún método de búsqueda,Q848,Código corregido de 0848 a Q848
405,Deficiencia de CMC-IL-17F,False,,,,[],,0,No encontrado por ningún método de búsqueda,E310,
406,Deficiencia de CMC-IL-17RA,False,,,,[],,0,No encontrado por ningún método de búsqueda,E310,
407,Deficiencia de CMH clase 11,False,,,,[],,0,No encontrado por ningún método de búsqueda,D817,
408,Deficiencia de coronin-1A,False,,,,[],,0,No encontrado por ningún método de búsqueda,D812,
409,Deficiencia de dihidrolipoil deshidrogenasa,False,,,,[],,0,No encontrado por ningún método de búsqueda,E744,
410,Deficiencia de Dock 8,False,,,,[],,0,No encontrado por ningún método de búsqueda,D811,
411,Deficiencia de Factor 8,False,,,,[],,0,No encontrado por ningún método de búsqueda,D67X,
412,Deficiencia de Factor D,False,,,,[],,0,No encontrado por ningún método de búsqueda,D841,
413,Deficiencia de Factor de transcripción E47,False,,,,[],,0,No encontrado por ningún método de búsqueda,D800,
414,Deficiencia de Factor H,False,,,,[],,0,No encontrado por ningún método de búsqueda,D841,
415,Deficiencia de Factor I,False,,,,[],,0,No encontrado por ningún método de búsqueda,D841,
416,Deficiencia de FADO,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q898,Código corregido de 0898 a Q898
417,Deficiencia de Ficolin 3,False,,,,[],,0,No encontrado por ningún método de búsqueda,D841,
418,Deficiencia de gránulos específicos,False,,,,[],,0,No encontrado por ningún método de búsqueda,D71X,
419,Deficiencia de HOIL-1,False,,,,[],,0,No encontrado por ningún método de búsqueda,E740,
420,Deficiencia de ICF1,False,,,,[],,0,No encontrado por ningún método de búsqueda,E881,
421,Deficiencia de ICF2,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q848,Código corregido de 0848 a Q848
422,Deficiencia de ICOS,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q831,Código corregido de 0831 a Q831
423,Deficiencia de IgA con subclases de IgG,False,,,,[],,0,No encontrado por ningún método de búsqueda,D808,
424,Deficiencia de Iga,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q818,Código corregido de 0818 a Q818
425,Deficiencia de 10,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q800,Código corregido de 0800 a Q800
426,Deficiencia de IKAROS,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q818,Código corregido de 0818 a Q818
427,Deficiencia de IKBKB,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q848,Código corregido de 0848 a Q848
428,Deficiencia dell-10,False,,,,[],,0,No encontrado por ningún método de búsqueda,E728,
429,Deficiencia de IL-10Ra,False,,,,[],,0,No encontrado por ningún método de búsqueda,K528,
430,Deficiencia de IL-21R,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q822,Código corregido de 0822 a Q822
431,Deficiencia de IL-7Ra,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q812,Código corregido de 0812 a Q812
432,Deficiencia de ITCH,False,,,,[],,0,No encontrado por ningún método de búsqueda,E310,
433,Deficiencia de ITK,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q728,Código corregido de 0728 a Q728
434,Deficiencia de JAK3,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q812,Código corregido de 0812 a Q812
435,Deficiencia de la hélice alada (Desnudo),False,,,,[],,0,No encontrado por ningún método de búsqueda,Q828,Código corregido de 0828 a Q828
436,Deficiencia de LCK,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q811,Código corregido de 0811 a Q811
437,Deficiencia de Lipasa Acida,False,,,,[],,0,No encontrado por ningún método de búsqueda,E755,
438,Deficiencia de LRBA,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q818,Código corregido de 0818 a Q818
439,Deficiencia de Macrófaqo 0P91 Phox,False,,,,[],,0,No encontrado por ningún método de búsqueda,D71X,
440,Deficiencia de MAGT1,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q818,Código corregido de 0818 a Q818
441,Deficiencia de MALT1,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q818,Código corregido de 0818 a Q818
442,Deficiencia de MASP1,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
443,Deficiencia de MASP2,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q841,Código corregido de 0841 a Q841
444,Deficiencia de MBL,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q688,Código corregido de 0688 a Q688
445,Deficiencia de MCM4,False,,,,[],,0,No encontrado por ningún método de búsqueda,D848,
446,Deficiencia de MST1/STK4,False,,,,[],,0,No encontrado por ningún método de búsqueda,E703,
447,Deficiencia de MTHFD1,False,,,,[],,0,No encontrado por ningún método de búsqueda,D528,
448,Deficiencia de Munc13-4 (FHL3),False,,,,[],,0,No encontrado por ningún método de búsqueda,Q761,Código corregido de 0761 a Q761
449,Deficiencia de Munc18-2 (FI-L5),False,,,,[],,0,No encontrado por ningún método de búsqueda,Q761,Código corregido de 0761 a Q761
