numero_colombia,nombre_colombia,encontrado,orpha_number,orpha_url,nombre_orphanet,codigos_cie10_orphanet,metodo_encontrado,similitud_nombre,error,codigo_cie10_colombia,observaciones_colombia
18,"Acidemia metilmalonica - vitamina B12 sensible, tipo cbl A",False,,,,[],,0,No encontrado por ningún método de búsqueda,E711,
19,Acidemia orgánica no especificada,False,,,,[],,0,No encontrado por ningún método de búsqueda,E711,
19,Acidemia orgánica no especificada,False,,,,[],,0,No encontrado por ningún método de búsqueda,E712,
20,Acidemia piroqlutámica,False,,,,[],,0,No encontrado por ningún método de búsqueda,D551,
21,Acidemia propiónica,False,,,,[],,0,No encontrado por ningún método de búsqueda,E711,
22,Acidemia succinica,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q713,Código corregido de 0713 a Q713
23,Acidosis láctica,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q713,Código corregido de 0713 a Q713
24,Aciduria 3-mefilglutaconica tipo 1,False,,,,[],,0,No encontrado por ningún método de búsqueda,E711,
25,Aciduria 3-metilglutaconica tipo 3,False,,,,[],,0,No encontrado por ningún método de búsqueda,E711,
26,Aciduria 4 hidroxi-butirica,False,,,,[],,0,No encontrado por ningún método de búsqueda,E728,
27,Aciduria argininosuccinica,False,,,,[],,0,No encontrado por ningún método de búsqueda,E722,
28,Aciduria fumárica,False,,,,[],,0,No encontrado por ningún método de búsqueda,E888,
29,Aciduria malónica,False,,,,[],,0,No encontrado por ningún método de búsqueda,E728,
30,Aciduria metilmalónica con homocistinuria,False,,,,[],,0,No encontrado por ningún método de búsqueda,E711,
31,Aciduria metilmalónica microcefalia cataratas,False,,,,[],,0,No encontrado por ningún método de búsqueda,E711,
32,Aciduria mevalónica,False,,,,[],,0,No encontrado por ningún método de búsqueda,E888,
33,Aciduria no especificada,False,,,,[],,0,No encontrado por ningún método de búsqueda,E711,
34,Aciduria orotica hereditaria,False,,,,[],,0,No encontrado por ningún método de búsqueda,D530,
35,Acondrogénesis,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q770,Código corregido de 0770 a Q770
36,Acondroplasia,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q774,Código corregido de 0774 a Q774
37,Acondroplasia severa - retraso del desarrollo - acantosis nigricans,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q774,Código corregido de 0774 a Q774
38,Acortamiento congénito de fiqamento costocoracoide,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q688,Código corregido de 0688 a Q688
39,Acrania,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q758,Código corregido de 0758 a Q758
40,Acrocefalosindactilia (termino genérico),False,,,,[],,0,No encontrado por ningún método de búsqueda,Q870,Código corregido de 0870 a Q870
41,Acrocraneofacial disostosis,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q870,Código corregido de 0870 a Q870
42,Acrodermatitis enteropatica,False,,,,[],,0,No encontrado por ningún método de búsqueda,E832,
43,Acroesquifodisplasia metafisaria,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q785,Código corregido de 0785 a Q785
44,Acromatopsia,False,,,,[],,0,No encontrado por ningún método de búsqueda,H535,
45,Acromegalia,False,,,,[],,0,No encontrado por ningún método de búsqueda,E220,
46,Acromegalia cutis gyrata,False,,,,[],,0,No encontrado por ningún método de búsqueda,M894,
47,"Acromeqaloide, facies",False,,,,[],,0,No encontrado por ningún método de búsqueda,Q870,Código corregido de 0870 a Q870
48,Acromelanosis,False,,,,[],,0,No encontrado por ningún método de búsqueda,L814,
49,Acroosteolisis tipo dominante,False,,,,[],,0,No encontrado por ningún método de búsqueda,M895,
50,Adamantinoma,False,,,,[],,0,No encontrado por ningún método de búsqueda,C402,
51,AD-DKC (Mutación en TERC),False,,,,[],,0,No encontrado por ningún método de búsqueda,Q828,Código corregido de 0828 a Q828
52,AD-DKC (Mutacion en TERT),False,,,,[],,0,No encontrado por ningún método de búsqueda,Q934,Código corregido de 0934 a Q934
53,AD-DKC (Mutacion en TINF2),False,,,,[],,0,No encontrado por ningún método de búsqueda,D610,
54,AD-HIES (Sindrome de Hiperlgp Sindrome Job,False,,,,[],,0,No encontrado por ningún método de búsqueda,D824,
55,Adrenoleucodistrofia ligada al cromosoma X,False,,,,[],,0,No encontrado por ningún método de búsqueda,E713,
56,Afalanqia hemivertebras,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
57,Afalangia sindactilia microcefalia,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q872,Código corregido de 0872 a Q872
58,Afasia progresiva no fluida ii,False,,,,[],,0,No encontrado por ningún método de búsqueda,G231,
59,Agamaglobulinemia (sin bases moleculares conocidas),False,,,,[],,0,No encontrado por ningún método de búsqueda,D800,
60,Agamaglobulinemia (XLA)- Deficiencia BTK,False,,,,[],,0,No encontrado por ningún método de búsqueda,D800,
61,Agammaglobulinemia - microcefalia - craneosinostosis - dermatitis severa,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q870,Código corregido de 0870 a Q870
62,Agammaglobulinemia ligada a X,False,,,,[],,0,No encontrado por ningún método de búsqueda,D800,
63,Agenesia de cuerpo calloso — neuropatia,False,,,,[],,0,No encontrado por ningún método de búsqueda,G600,
64,"Agenesia de cuerpo calloso ligado al cromosoma X, con mutación en el gen Alfa 4",False,,,,[],,0,No encontrado por ningún método de búsqueda,G114,
65,Agenesia de cuerpo calloso microcefalia talla baja,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
66,Agenesia gonadal,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q991,Código corregido de 0991 a Q991
67,Agenesia parcial de páncreas,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q450,Código corregido de 0450 a Q450
68,Agenesia renal bilateral,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q800,Código corregido de 0800 a Q800
69,Agenesia traqueal,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q321,Código corregido de 0321 a Q321
70,Aglosia adactilia,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q872,Código corregido de 0872 a Q872
71,Agnatia holoprosencefalia situs inversus,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
72,Albinismo con sordera,False,,,,[],,0,No encontrado por ningún método de búsqueda,H905,
73,Albinismo cutáneo fenotipo Hermine,False,,,,[],,0,No encontrado por ningún método de búsqueda,E703,
74,Albinismo ocular ligado al cromosoma X recesivo,False,,,,[],,0,No encontrado por ningún método de búsqueda,E703,
75,Albinismo ocular sordera sensorial tardía,False,,,,[],,0,No encontrado por ningún método de búsqueda,E703,
76,Albinismo oculo-cutáneo,False,,,,[],,0,No encontrado por ningún método de búsqueda,E703,
77,Alcaptonuria -,False,,,,[],,0,No encontrado por ningún método de búsqueda,E702,
78,Alfa talasemia - déficit intelectual ligado al cromosoma X,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q560,Código corregido de 0560 a Q560
79,Alfa-manosidosis,False,,,,[],,0,No encontrado por ningún método de búsqueda,E771,
80,ALPS-CASP10,False,,,,[],,0,No encontrado por ningún método de búsqueda,D479,
81,ALPS-FASLG,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q479,Código corregido de 0479 a Q479
82,Amaurosis — hipertricosis,False,,,,[],,0,No encontrado por ningún método de búsqueda,H355,
83,Amaurosis congenita de Leber,False,,,,[],,0,No encontrado por ningún método de búsqueda,H355,
84,Amebiasis por amebas salvajes,False,,,,[],,0,No encontrado por ningún método de búsqueda,8601,
85,"Amelia, autosómica recesiva",False,,,,[],,0,No encontrado por ningún método de búsqueda,Q730,Código corregido de 0730 a Q730
86,Amiloidosis secundaria,False,,,,[],,0,No encontrado por ningún método de búsqueda,E853,
87,Amioplasia congénita,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q743,Código corregido de 0743 a Q743
88,Anadisplasia metafisaria,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q785,Código corregido de 0785 a Q785
89,Analbuminemia congénita,False,,,,[],,0,No encontrado por ningún método de búsqueda,R770,
90,Anemia de cuerpos de Heinz,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q582,Código corregido de 0582 a Q582
91,Anemia de Fanconi,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q610,Código corregido de 0610 a Q610
92,"Anemia diseritropoyetica, congénita",False,,,,[],,0,No encontrado por ningún método de búsqueda,D644,
93,Anemia hemolitica debido a Déficit de piruvato quinasa de los qlobulos rojos,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q552,Código corregido de 0552 a Q552
94,Anemia hemolitica letal anomalias genitales,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q588,Código corregido de 0588 a Q588
95,Anemia hemolitica por Déficit de adenilato quinasa,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q553,Código corregido de 0553 a Q553
96,Anemia hemolitica por Déficit de glucosa fosfato isomerasa,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q552,Código corregido de 0552 a Q552
97,Anemia hemolitica por Déficit de qlutation reductasa,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q551,Código corregido de 0551 a Q551
98,"Anemia hemolitica, no esferocitica, por Déficit de hexoquinasa",False,,,,[],,0,No encontrado por ningún método de búsqueda,Q552,Código corregido de 0552 a Q552
99,Anemia microcitica con sobrecarga hepatica de hierro,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q508,Código corregido de 0508 a Q508
100,Anemia sideroblastica ligada al cromosoma X,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q640,Código corregido de 0640 a Q640
101,Anemia sideroblastica ligada al cromosoma X con ataxia,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q640,Código corregido de 0640 a Q640
102,Anencefalia/exencefana aislada,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q000,Código corregido de 0000 a Q000
103,Anestesia corneal anomalias retinianas sordera,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
104,Angioedema adquirido,False,,,,[],,0,No encontrado por ningún método de búsqueda,T783,
105,Angioedema hereditario,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q841,Código corregido de 0841 a Q841
106,Angioma en racimo,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q180,Código corregido de 0180 a Q180
107,Angiomatosis cutanea y digestiva,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q278,Código corregido de 0278 a Q278
108,Angiomatosis neurocutanea hereditaria,False,,,,[],,0,No encontrado por ningún método de búsqueda,D180,
109,"Angiomatosis quistica de hueso, difusa",False,,,,[],,0,No encontrado por ningún método de búsqueda,E881,
110,Aniridia,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q131,Código corregido de 0131 a Q131
111,Aniridia agenesia renal retraso psicomotor,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
112,Aniridia ausencia de rotula,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
113,Aniridia ptosis retraso mental obesidad,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q131,Código corregido de 0131 a Q131
114,"Aniridia, ataxia cerebelosa, y retraso mental",False,,,,[],,0,No encontrado por ningún método de búsqueda,G110,
115,Anisakiasis,False,,,,[],,0,No encontrado por ningún método de búsqueda,B810,
116,Anoftalmia - insuficiencia hipotalamo-pituitaria,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q044,Código corregido de 0044 a Q044
117,Anoftalmia - megalocomea - cardiopatia - anomalias esqueleticas,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
118,"Anoftalmia - microftalmia, aislada",False,,,,[],,0,No encontrado por ningún método de búsqueda,Q112,Código corregido de 0112 a Q112
119,"Anoftalmia - microftalmia, atresia esofagica",False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
120,Anomalia acro-pecto-renal,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
121,Anomalia de Axenfeld-Rieger - hidrocefalia - esqueleto anormal,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q138,Código corregido de 0138 a Q138
122,Anomalia de Duane - miopatia - escoliosis,False,,,,[],,0,No encontrado por ningún método de búsqueda,H508,
123,Anomalia de Poland,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
124,Anomalia de Uhl,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q248,Código corregido de 0248 a Q248
125,Anomalias auriculares - fisura labial con o sin fisura palatina - anomalias oculares,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q870,Código corregido de 0870 a Q870
126,"Anomalias auriculo-oculares, fisura labial",False,,,,[],,0,No encontrado por ningún método de búsqueda,Q870,Código corregido de 0870 a Q870
127,Anomalías cardíacas - heterotaxia,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q288,Código corregido de 0288 a Q288
128,Anomalias cráneo digitales retraso mental,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q870,Código corregido de 0870 a Q870
129,Anomalias de cabellos - fotosensibilidad - retraso mental,False,,,,[],,0,No encontrado por ningún método de búsqueda,L678,
130,Anomalías de la osificación - retraso del desarrollo sicomotor,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q798,Código corregido de 0798 a Q798
131,Anomalias del arco aórtico- dismorfismo - Déficit intelectual,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
132,Anoniquia con pigmentación de los pliegues de flexión .,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q843,Código corregido de 0843 a Q843
133,Anoniquia microcefalia,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
134,Anosmia congénita aislada,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q078,Código corregido de 0078 a Q078
135,Anquiloblefaron filiforme - imperforación anal,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
136,Anquilosis de pulgares braquidactilia retraso mental,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q872,Código corregido de 0872 a Q872
137,Anquilosis del estribo con ailgar y dedo gordo del pie anchos,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
138,Anquilosis glosopalatina,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q383,Código corregido de 0383 a Q383
139,APECED (APS-1),False,,,,[],,0,No encontrado por ningún método de búsqueda,E310,
140,Aplasia cutis — miopía,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q848,Código corregido de 0848 a Q848
141,Aplasia cutis congénita - linfangiectasia intestinal,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q848,Código corregido de 0848 a Q848
142,Aplasia cutis congénita de miembros forma recesiva,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q848,Código corregido de 0848 a Q848
143,Aplasia de peroné ectrodactilia,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q738,Código corregido de 0738 a Q738
144,Aplasia medular idiopática,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q610,Código corregido de 0610 a Q610
145,Aplasia tibial - ectrodactilia,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q738,Código corregido de 0738 a Q738
147,Apraxia ocular tipo Cogan,False,,,,[],,0,No encontrado por ningún método de búsqueda,H518,
148,Aqueiropodia,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q748,Código corregido de 0748 a Q748
149,Aracnodactilia osificación anormal retraso mental,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
150,Aracnodactilia retraso mental dismorfia,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
