numero_colombia,nombre_colombia,encontrado,orpha_number,orpha_url,nombre_orphanet,codigos_cie10_orphanet,metodo_encontrado,similitud_nombre,error,codigo_cie10_colombia,observaciones_colombia
682,Displasia espondilometafisaria tipo Kozlowski,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q778,Código corregido de 0778 a Q778
683,Displasia esquelética no especificada,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q789,Código corregido de 0789 a Q789
684,Displasia frontometafisaria,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q785,Código corregido de 0785 a Q785
685,Displasia geleofísica,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q871,Código corregido de 0871 a Q871
686,Displasia inmuno ósea de Schimke,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q777,Código corregido de 0777 a Q777
687,Displasia Kniest-like letal,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q778,Código corregido de 0778 a Q778
688,Displasia letal osteosclerótica de hueso,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q782,Código corregido de 0782 a Q782
689,Displasia mandibuloacra,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q875,Código corregido de 0875 a Q875
690,Displasia mesomélica hoyuelos cutáneos,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q871,Código corregido de 0871 a Q871
691,Displasia microcefálica osteodisplásica de tipo Saul Wilson,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q788,Código corregido de 0788 a Q788
692,Displasia oculodentodiqital,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q878,Código corregido de 0878 a Q878
693,Displasia óculo-oto-fadal,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q870,Código corregido de 0870 a Q870
694,Displasia odontomaxilar seqmentaria,False,,,,[],,0,No encontrado por ningún método de búsqueda,K004,
695,Displasia ósea letal tipo Holmgren Forsell,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q778,Código corregido de 0778 a Q778
696,Displasia ósea terminal - defectos pigmentarios,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q872,Código corregido de 0872 a Q872
697,Displasia oto-espondilo-megaepifisaria,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q777,Código corregido de 0777 a Q777
698,Displasia pseudodiastrófica,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q788,Código corregido de 0788 a Q788
699,Displasia renal-hepática-pancreática - quistes de Dandy-Walker,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q619,Código corregido de 0619 a Q619
700,Displasia trico odonto oniquial,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q824,Código corregido de 0824 a Q824
701,Disqueratosis congénita,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q828,Código corregido de 0828 a Q828
702,Disquinesia ciliar primaria,False,,,,[],,0,No encontrado por ningún método de búsqueda,J980,
703,Disquinesia paroxistica no cinesigénica (PNKD),False,,,,[],,0,No encontrado por ningún método de búsqueda,Q248,Código corregido de 0248 a Q248
704,Distonia 16,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q241,Código corregido de 0241 a Q241
705,Distonia de torsión de aparición temprana,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q241,Código corregido de 0241 a Q241
706,Distonia dopa-sensible,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q248,Código corregido de 0248 a Q248
707,Distonia focal,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q243,Código corregido de 0243 a Q243
708,Distonia miocIónica 15,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q241,Código corregido de 0241 a Q241
709,Distonia no especificada,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q241,Código corregido de 0241 a Q241
710,Distonia-parkinsonismo de inicio rápido,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q241,Código corregido de 0241 a Q241
711,Distonias mixtas,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q248,Código corregido de 0248 a Q248
712,"Distrofia ampollosa hereditaria, tipo macular",False,,,,[],,0,No encontrado por ningún método de búsqueda,Q818,Código corregido de 0818 a Q818
713,"Distrofia coroidal, areolar central",False,,,,[],,0,No encontrado por ningún método de búsqueda,H312,
714,Distrofia de conos con respuesta escotópica supranormal,False,,,,[],,0,No encontrado por ningún método de búsqueda,H355,
715,Distrofia de conos y bastones,False,,,,[],,0,No encontrado por ningún método de búsqueda,H355,
716,Distrofia de córnea - sordera de percepción,False,,,,[],,0,No encontrado por ningún método de búsqueda,H185,
717,Distrofia facioescapulohumeral,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q710,Código corregido de 0710 a Q710
718,Distrofia macular cistoide 1-1355,False,,,,[],,0,No encontrado por ningún método de búsqueda,XXXX,Sin código asignado
719,Distrofia macular de Carolina del Norte,False,,,,[],,0,No encontrado por ningún método de búsqueda,H355,
720,Distrofia miotánica de Steinert,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q711,Código corregido de 0711 a Q711
721,Distrofia muscular autosómica recesiva ligada a una epidermólisis ampollosa,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q810,Código corregido de 0810 a Q810
722,Distrofia muscular congénita,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q712,Código corregido de 0712 a Q712
723,Distrofia muscular congénita con Déficit de integrina,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q712,Código corregido de 0712 a Q712
724,Distrofia muscular congénita de Ullrich,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q712,Código corregido de 0712 a Q712
725,Distrofia muscular congénita por Déficit de láminas A/C,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q712,Código corregido de 0712 a Q712
726,Distrofia muscular congénita tipo 1A,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q712,Código corregido de 0712 a Q712
727,Distrofia muscular congénita tipo Fukuyama,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q710,Código corregido de 0710 a Q710
728,Distrofia muscular de cinturas,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q710,Código corregido de 0710 a Q710
729,Distrofia muscular de cinturas autosómica dominante tipo 1A,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q710,Código corregido de 0710 a Q710
730,Distrofia muscular de cinturas autosómica dominante tipo 1D,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q710,Código corregido de 0710 a Q710
731,Distrofia muscular de cinturas autosómica dominante tipo lE,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q710,Código corregido de 0710 a Q710
732,Distrofia muscular de cinturas autosómica dominante tipo 1F,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q710,Código corregido de 0710 a Q710
733,Distrofia muscular de cinturas autosómica dominante tipo 10,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q710,Código corregido de 0710 a Q710
734,Distrofia muscular de cinturas autosómica recesiva tipo 2A,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q710,Código corregido de 0710 a Q710
735,Distrofia muscular de cinturas autosómica recesiva tipo 2C,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q710,Código corregido de 0710 a Q710
736,Distrofia muscular de cinturas autosómica recesiva tipo 2D,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q710,Código corregido de 0710 a Q710
737,Distrofia muscular de cinturas autosómica recesiva tipo 2E,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q710,Código corregido de 0710 a Q710
738,Distrofia muscular de cinturas autosómica recesiva tipo 2F,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q710,Código corregido de 0710 a Q710
739,Distrofia muscular de cinturas autosómica recesiva tipo 20,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q710,Código corregido de 0710 a Q710
740,Distrofia muscular de cinturas autosómica recesiva tipo 21,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q710,Código corregido de 0710 a Q710
741,Distrofia muscular de cinturas autosómica recesiva tipo 2L,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q710,Código corregido de 0710 a Q710
742,Distrofia muscular de cinturas autosómica recesiva tipo 2M,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q710,Código corregido de 0710 a Q710
743,Distrofia muscular de Duchenne y Becker,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q710,Código corregido de 0710 a Q710
744,Distrofia muscular de Emery Dreifuss,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q710,Código corregido de 0710 a Q710
745,Distrofia muscular no especificada,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q710,Código corregido de 0710 a Q710
746,Distrofia muscular óculo gastrointestinal,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q710,Código corregido de 0710 a Q710
747,Distrofia muscular oculofaringea,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q710,Código corregido de 0710 a Q710
748,Distrofia muscular tipo Duchenne,False,,,,[],,0,No encontrado por ningún método de búsqueda,Q710,Código corregido de 0710 a Q710
749,Distrofia neuroaxonal infantil,False,,,,[],,0,No encontrado por ningún método de búsqueda,G230,
